visitor_id,lastpurchasetime,recency,frequency,monetary
9335,2019-02-12 19:33:19.216,1,3,3
9336,2019-02-10 16:34:22.424,3,4,2
9337,2019-02-12 17:13:50.674,1,1,3
9338,2019-02-03 11:08:38.135,5,1,1
9339,2019-02-12 09:19:04.525,1,3,2
9340,2019-02-09 21:45:05.459,4,4,5
9341,2019-02-12 16:36:59.608,1,3,1
9342,2019-02-06 14:19:00.316,5,3,5
9343,2019-02-12 13:33:10.506,1,3,1
9344,2019-02-12 12:59:19.239,1,5,2
9345,2019-02-12 17:30:33.154,1,2,4
9346,2019-02-07 16:30:04.402,5,4,3
9347,2019-02-11 16:25:30.944,2,4,4
9348,2019-02-10 18:51:00.879,3,2,1
9349,2019-02-11 07:58:25.044,2,5,4
9350,2019-02-10 16:00:29.840,3,2,3
9351,2019-02-12 18:01:44.815,1,3,4
9352,2019-02-11 18:50:53.491,2,1,4
9353,2019-02-12 21:23:23.403,1,3,1
9354,2019-02-08 13:13:28.651,5,5,1
9355,2019-02-12 16:38:26.146,1,3,2
9356,2019-02-10 23:04:36.384,3,3,1
9357,2019-02-12 07:31:10.555,1,1,1
9358,2019-02-09 23:05:56.231,4,5,5
9359,2019-02-07 13:54:08.108,5,2,3
9360,2019-02-04 13:32:33.389,5,1,3
9361,2019-02-12 16:50:29.033,1,3,3
9362,2019-02-11 00:53:19.924,3,4,3
9363,2019-02-12 18:32:37.878,1,4,1
9364,2019-02-10 12:43:28.857,3,4,3
9365,2019-02-10 14:45:00.114,3,1,1
9366,2019-02-10 19:04:45.842,3,3,4
9367,2019-02-11 05:28:24.028,2,4,4
9368,2019-02-10 15:36:18.490,3,1,4
9369,2019-02-11 17:13:59.913,2,4,2
9370,2019-02-06 14:06:38.617,5,4,1
9371,2019-02-11 19:39:05.620,2,1,4
9372,2019-02-09 22:44:59.864,4,2,3
9373,2019-02-12 09:40:52.943,1,2,3
9374,2019-02-11 13:42:35.762,2,1,1
9375,2019-02-11 09:31:50.373,2,3,4
9376,2019-02-11 16:42:35.444,2,3,1
9377,2019-02-11 21:41:10.926,2,4,5
9378,2019-02-10 01:11:27.258,4,2,2
9379,2019-02-10 18:53:49.890,3,2,3
9380,2019-02-09 17:00:21.023,4,4,2
9381,2019-02-11 09:04:58.290,2,4,4
9382,2019-02-06 00:33:54.285,5,1,3
9383,2019-02-06 02:28:26.079,5,1,1
9384,2019-02-11 12:15:16.169,2,3,2
9385,2019-02-09 18:54:10.732,4,5,3
9386,2019-02-08 00:26:00.832,5,1,2
9387,2019-02-08 09:03:58.048,5,2,4
9388,2019-02-12 15:24:58.282,1,2,4
9389,2019-02-12 18:10:47.910,1,2,5
9390,2019-02-11 22:15:22.124,2,5,3
9391,2019-02-11 14:09:36.946,2,3,3
9392,2019-02-12 16:09:01.128,1,5,5
9393,2019-02-06 22:24:36.099,5,1,1
9394,2019-02-12 17:54:44.787,1,2,5
9395,2019-02-06 21:07:49.204,5,3,2
9396,2019-02-08 19:26:51.335,5,1,4
9397,2019-02-12 13:47:03.042,1,5,4
9398,2019-02-10 20:59:53.350,3,1,1
9399,2019-02-08 20:32:11.133,5,5,2
9400,2019-02-12 00:39:18.242,2,5,5
9401,2019-02-10 23:21:34.909,3,1,1
9402,2019-02-08 16:27:15.534,5,3,2
9403,2019-02-12 19:32:21.738,1,2,4
9404,2019-02-09 19:54:49.518,4,1,2
9405,2019-02-10 20:54:58.588,3,1,1
9406,2019-02-11 02:40:22.729,3,1,5
9407,2019-02-11 20:20:56.107,2,1,5
9408,2019-02-12 00:36:03.030,2,2,1
9409,2019-02-05 20:31:00.201,5,3,2
9410,2019-02-11 09:29:24.889,2,3,4
9411,2019-02-12 17:43:47.485,1,3,5
9412,2019-02-11 14:27:13.546,2,1,5
9413,2019-02-09 21:57:35.610,4,1,2
9414,2019-02-12 20:44:50.232,1,4,2
9415,2019-02-09 23:04:12.148,4,4,5
9416,2019-02-12 12:00:09.244,1,5,1
9417,2019-02-11 14:22:23.552,2,2,5
9418,2019-02-11 16:21:39.623,2,4,4
9419,2019-02-11 01:45:05.369,3,4,2
9420,2019-02-08 15:54:17.057,5,4,3
9421,2019-02-08 17:21:36.529,5,1,2
9422,2019-02-11 23:06:15.914,2,4,3
9423,2019-02-12 01:35:03.348,2,3,5
9424,2019-02-05 18:54:46.139,5,1,2
9425,2019-02-11 23:14:08.496,2,4,5
9426,2019-02-12 11:29:57.990,1,5,5
9427,2019-02-09 10:14:58.971,4,1,4
9428,2019-02-09 16:58:31.046,4,2,1
9429,2019-02-09 14:08:19.844,4,5,3
9430,2019-02-11 05:30:33.489,2,4,2
9431,2019-02-11 10:41:31.562,2,5,3
9432,2019-02-09 23:36:08.829,4,1,2
9433,2019-02-11 15:09:40.732,2,1,1
9434,2019-02-11 14:34:22.102,2,4,4
9435,2019-02-12 03:22:09.148,2,4,4
9436,2019-02-11 22:27:49.517,2,3,3
9437,2019-02-10 13:51:21.524,3,4,3
9438,2019-02-09 22:46:52.117,4,4,2
9439,2019-02-09 20:17:59.245,4,4,3
9440,2019-02-11 22:53:23.975,2,2,1
9441,2019-02-08 12:20:03.809,5,1,2
9442,2019-02-10 14:26:18.649,3,1,2
9443,2019-02-11 17:59:30.004,2,2,1
9444,2019-02-08 21:53:56.362,5,2,2
9445,2019-02-09 01:38:45.253,5,5,5
9446,2019-02-12 21:42:08.308,1,1,3
9447,2019-02-12 11:01:23.077,1,5,4
9448,2019-02-12 21:57:34.844,1,2,1
9449,2019-02-08 15:33:35.338,5,2,1
9450,2019-02-09 12:33:47.118,4,2,4
9451,2019-02-10 14:45:39.178,3,3,2
9452,2019-02-11 22:13:33.279,2,4,3
9453,2019-02-10 11:12:10.782,3,3,2
9454,2019-02-12 18:15:11.673,1,3,3
9455,2019-02-12 07:04:01.475,1,2,3
9456,2019-02-10 18:16:20.348,3,4,5
9457,2019-02-12 14:26:51.296,1,4,4
9458,2019-02-10 14:53:25.095,3,2,2
9459,2019-02-09 13:10:15.641,4,4,4
9460,2019-02-10 16:10:04.276,3,5,3
9461,2019-02-05 18:08:44.608,5,2,3
9462,2019-02-11 17:02:23.600,2,5,5
9463,2019-02-11 14:26:49.143,2,4,4
9464,2019-02-11 02:35:56.606,3,4,2
9465,2019-02-10 17:09:43.507,3,1,4
9466,2019-02-10 11:47:08.057,3,4,1
9467,2019-02-11 11:38:39.915,2,1,3
9468,2019-02-11 12:29:37.531,2,2,3
9469,2019-02-12 07:59:49.154,1,2,2
9470,2019-02-10 23:12:19.760,3,1,1
9471,2019-02-11 00:20:47.743,3,5,5
9472,2019-02-12 21:05:49.881,1,3,1
9473,2019-02-11 21:02:30.491,2,4,1
9474,2019-02-09 15:32:06.372,4,1,1
9475,2019-02-12 20:54:34.235,1,4,5
9476,2019-02-12 14:11:22.583,1,3,4
9477,2019-02-12 12:17:16.584,1,5,4
9478,2019-02-12 13:22:09.209,1,4,1
9479,2019-02-11 12:22:32.992,2,1,4
9480,2019-02-11 00:40:42.088,3,5,4
9481,2019-02-09 20:28:01.877,4,1,3
9482,2019-02-10 15:16:46.134,3,1,3
9483,2019-02-06 15:59:09.628,5,2,2
9484,2019-02-08 02:08:58.185,5,1,2
9485,2019-02-07 12:46:32.367,5,5,5
9486,2019-02-08 23:57:45.322,5,2,2
9487,2019-02-11 11:03:16.275,2,3,5
9488,2019-02-12 16:23:42.724,1,1,1
9489,2019-02-12 18:46:56.447,1,1,2
9490,2019-02-10 14:23:10.234,3,4,2
9491,2019-02-09 21:36:09.256,4,3,2
9492,2019-02-10 22:28:25.814,3,3,5
9493,2019-02-12 21:55:07.177,1,4,4
9494,2019-02-12 13:03:33.011,1,5,3
9495,2019-02-09 12:01:16.313,4,1,3
9496,2019-02-11 09:31:48.708,2,2,2
9497,2019-02-11 07:33:32.917,2,2,1
9498,2019-02-09 23:54:09.738,4,4,3
9499,2019-02-10 04:35:21.856,3,3,1
9500,2019-02-10 15:47:29.523,3,4,2
9501,2019-02-06 13:57:44.498,5,1,2
9502,2019-02-10 20:07:38.720,3,4,2
9503,2019-02-10 10:17:24.190,3,1,3
9504,2019-02-10 14:28:28.076,3,4,5
9505,2019-02-12 18:50:58.577,1,4,2
9506,2019-02-12 10:49:17.905,1,4,1
9507,2019-02-10 15:33:53.477,3,3,5
9508,2019-02-10 10:24:05.819,3,5,5
9509,2019-02-12 20:03:43.057,1,3,4
9510,2019-02-11 20:57:30.169,2,3,5
9511,2019-02-10 22:51:03.628,3,2,3
9512,2019-02-09 00:59:06.401,5,1,1
9513,2019-02-11 15:35:26.021,2,4,3
9514,2019-02-10 21:05:06.107,3,4,3
9515,2019-02-09 00:09:20.664,5,2,2
9516,2019-02-11 19:20:54.450,2,2,4
9517,2019-02-09 22:20:56.079,4,2,1
9518,2019-02-11 17:45:35.954,2,4,3
9519,2019-02-12 17:34:22.917,1,3,5
9520,2019-02-12 20:34:20.247,1,4,1
9521,2019-02-05 16:40:44.584,5,4,5
9522,2019-02-09 11:41:51.147,4,1,2
9523,2019-02-10 09:56:57.422,3,2,1
9524,2019-02-11 19:47:09.159,2,4,3
9525,2019-02-06 17:53:03.484,5,3,4
9526,2019-02-12 11:23:44.979,1,1,1
9527,2019-02-12 13:16:19.777,1,3,2
9528,2019-02-09 20:27:51.052,4,2,1
9529,2019-02-11 15:10:57.180,2,5,2
9530,2019-02-11 21:06:15.747,2,4,5
9531,2019-02-10 00:33:09.934,4,4,1
9532,2019-02-12 10:49:51.735,1,3,4
9533,2019-02-10 16:47:44.128,3,4,3
9534,2019-02-11 23:43:59.655,2,5,5
9535,2019-02-07 04:03:37.260,5,3,3
9536,2019-02-12 10:05:51.707,1,1,1
9537,2019-02-11 18:44:16.969,2,1,3
9538,2019-02-08 10:38:17.758,5,4,5
9539,2019-02-10 04:09:06.927,4,3,4
9540,2019-02-11 02:26:55.075,3,1,3
9541,2019-02-12 12:00:50.502,1,4,1
9542,2019-02-10 18:16:38.333,3,1,1
9543,2019-02-11 13:54:01.260,2,3,4
9544,2019-02-12 19:44:23.116,1,5,4
9545,2019-02-12 02:33:46.485,2,2,1
9546,2019-02-11 00:37:53.601,3,5,2
9547,2019-02-10 18:34:12.962,3,5,5
9548,2019-02-09 10:46:27.655,4,2,2
9549,2019-02-08 14:56:04.796,5,4,5
9550,2019-02-10 15:51:54.573,3,4,5
9551,2019-02-10 23:20:45.706,3,2,4
9552,2019-02-10 17:11:08.010,3,2,2
9553,2019-02-10 23:08:15.912,3,1,1
9554,2019-02-11 00:17:36.960,3,4,2
9555,2019-02-12 16:05:46.847,1,4,4
9556,2019-02-11 16:52:00.692,2,1,2
9557,2019-02-12 12:11:49.229,1,1,1
9558,2019-02-11 11:29:59.944,2,2,2
9559,2019-02-10 06:13:33.565,3,3,5
9560,2019-02-12 16:54:35.508,1,3,3
9561,2019-02-09 10:58:13.876,4,4,5
9562,2019-02-11 08:27:24.910,2,4,1
9563,2019-02-10 15:03:32.518,3,3,5
9564,2019-02-11 17:14:40.040,2,2,3
9565,2019-02-12 09:06:14.264,1,4,2
9566,2019-02-04 12:31:21.636,5,1,4
9567,2019-02-05 12:28:19.817,5,4,2
9568,2019-02-10 13:34:51.647,3,3,1
9569,2019-02-10 12:41:56.676,3,5,3
9570,2019-02-08 22:15:30.863,5,5,5
9571,2019-02-11 21:52:02.491,2,3,3
9572,2019-02-11 01:08:25.575,3,4,3
9573,2019-02-09 16:28:09.132,4,3,3
9574,2019-02-08 17:04:48.100,5,5,5
9575,2019-02-10 15:24:19.440,3,3,5
9576,2019-02-08 15:31:41.304,5,2,4
9577,2019-02-10 19:04:55.574,3,4,4
9578,2019-02-11 14:35:41.021,2,4,4
9579,2019-02-09 18:05:20.359,4,3,5
9580,2019-02-09 22:59:38.162,4,4,1
9581,2019-02-12 12:20:56.790,1,4,5
9582,2019-02-12 08:15:48.039,1,2,2
9583,2019-02-10 13:54:52.726,3,4,3
9584,2019-02-07 23:45:22.143,5,3,2
9585,2019-02-11 11:59:19.914,2,1,4
9586,2019-02-11 19:24:25.239,2,1,2
9587,2019-02-11 11:45:24.330,2,3,1
9588,2019-02-09 18:47:03.647,4,1,1
9589,2019-02-07 20:09:08.821,5,4,1
9590,2019-02-10 10:55:05.431,3,3,3
9591,2019-02-12 20:32:37.423,1,3,4
9592,2019-02-12 18:08:16.993,1,3,5
9593,2019-02-10 08:51:12.598,3,5,4
9594,2019-02-11 07:03:51.533,2,2,4
9595,2019-02-12 00:25:32.275,2,2,4
9596,2019-02-11 13:49:27.464,2,5,2
9597,2019-02-09 23:26:09.631,4,5,3
9598,2019-02-08 14:43:52.937,5,1,1
9599,2019-02-10 20:47:28.059,3,4,1
9600,2019-02-11 18:08:21.043,2,1,2
9601,2019-02-11 17:09:55.800,2,5,3
9602,2019-02-10 14:20:47.440,3,2,5
9603,2019-02-07 08:38:06.749,5,1,1
9604,2019-02-07 11:22:50.035,5,3,4
9605,2019-02-12 15:23:52.519,1,3,3
9606,2019-02-10 21:10:05.420,3,3,3
9607,2019-02-10 12:49:41.303,3,4,5
9608,2019-02-06 14:00:43.502,5,2,2
9609,2019-02-09 21:08:00.710,4,2,2
9610,2019-02-11 13:31:32.700,2,1,3
9611,2019-02-09 21:05:43.031,4,5,5
9612,2019-02-12 20:11:24.432,1,5,4
9613,2019-02-12 21:31:59.376,1,3,4
9614,2019-02-12 08:07:38.175,1,4,5
9615,2019-02-12 16:53:25.640,1,2,3
9616,2019-02-12 13:32:28.312,1,2,2
9617,2019-02-09 16:27:52.616,4,1,2
9618,2019-02-09 18:24:05.886,4,1,3
9619,2019-02-10 15:06:22.229,3,2,5
9620,2019-02-10 05:08:20.260,3,4,2
9621,2019-02-10 12:19:35.842,3,4,3
9622,2019-02-06 15:35:06.553,5,3,1
9623,2019-02-12 02:25:37.408,2,2,1
9624,2019-02-11 18:02:27.998,2,4,2
9625,2019-02-11 11:36:19.718,2,5,4
9626,2019-02-12 10:59:29.496,1,5,3
9627,2019-02-11 12:31:35.973,2,2,4
9628,2019-02-11 14:12:15.707,2,3,2
9629,2019-02-07 19:33:13.822,5,4,1
9630,2019-02-12 11:15:52.579,1,4,1
9631,2019-02-11 21:40:57.044,2,4,2
9632,2019-02-09 20:55:22.034,4,2,1
9633,2019-02-10 05:38:30.255,3,1,3
9634,2019-02-06 09:56:44.012,5,2,5
9635,2019-02-11 23:52:17.783,2,4,5
9636,2019-02-12 16:46:32.469,1,1,1
9637,2019-02-10 14:40:11.968,3,1,5
9638,2019-02-12 12:57:57.932,1,5,3
9639,2019-02-10 12:20:56.565,3,4,3
9640,2019-02-11 18:09:48.558,2,4,4
9641,2019-02-10 15:40:06.959,3,3,5
9642,2019-02-11 17:54:47.498,2,4,4
9643,2019-02-12 20:51:59.995,1,5,3
9644,2019-02-11 18:58:49.981,2,2,2
9645,2019-02-12 13:54:35.644,1,2,2
9646,2019-02-11 11:47:56.070,2,2,2
9647,2019-02-12 21:19:44.295,1,3,4
9648,2019-02-11 11:25:21.353,2,4,2
9649,2019-02-11 14:07:44.044,2,2,3
9650,2019-02-10 01:02:23.735,4,4,1
9651,2019-02-09 23:54:23.067,4,2,4
9652,2019-02-06 16:07:10.635,5,1,1
9653,2019-02-11 16:28:52.590,2,5,5
9654,2019-02-09 23:35:36.010,4,5,2
9655,2019-02-10 22:11:47.027,3,1,1
9656,2019-02-11 14:01:36.371,2,1,1
9657,2019-02-09 16:19:29.866,4,1,3
9658,2019-02-10 15:03:50.406,3,5,5
9659,2019-02-12 13:25:01.748,1,3,2
9660,2019-02-09 23:07:07.743,4,2,2
9661,2019-02-10 15:43:19.591,3,1,4
9662,2019-02-10 09:16:58.487,3,1,2
9663,2019-02-11 23:15:18.560,2,1,4
9664,2019-02-10 14:05:38.898,3,5,5
9665,2019-02-11 12:47:07.492,2,3,2
9666,2019-02-09 17:03:40.481,4,1,2
9667,2019-02-10 23:41:26.065,3,1,2
9668,2019-02-12 18:14:55.404,1,3,5
9669,2019-02-12 15:07:42.211,1,4,3
9670,2019-02-10 14:29:21.487,3,3,2
9671,2019-02-12 13:49:08.391,1,5,3
9672,2019-02-09 12:21:06.774,4,4,2
9673,2019-02-12 15:23:04.543,1,2,5
9674,2019-02-11 14:02:40.167,2,1,1
9675,2019-02-12 20:02:59.882,1,4,3
9676,2019-02-12 17:19:31.695,1,1,4
9677,2019-02-11 14:03:17.149,2,1,1
9678,2019-02-10 11:17:42.408,3,4,2
9679,2019-02-10 13:31:16.757,3,2,5
9680,2019-02-12 15:38:42.079,1,3,3
9681,2019-02-10 15:12:26.687,3,4,2
9682,2019-02-10 13:10:10.175,3,5,2
9683,2019-02-06 17:12:39.586,5,3,2
9684,2019-02-11 21:05:52.180,2,5,3
9685,2019-02-12 18:13:11.967,1,2,4
9686,2019-02-08 01:37:20.096,5,2,2
9687,2019-02-07 13:34:18.191,5,3,4
9688,2019-02-06 14:17:35.887,5,3,4
9689,2019-02-08 20:34:13.801,5,1,4
9690,2019-02-11 22:31:59.479,2,1,1
9691,2019-02-11 13:14:43.731,2,1,1
9692,2019-02-09 12:27:25.910,4,1,2
9693,2019-02-12 14:22:15.407,1,3,2
9694,2019-02-12 15:55:12.697,1,5,5
9695,2019-02-10 20:57:31.987,3,2,4
9696,2019-02-12 15:06:47.137,1,4,5
9697,2019-02-08 16:45:30.531,5,3,3
9698,2019-02-12 18:55:01.772,1,5,3
9699,2019-02-10 12:09:03.856,3,3,1
9700,2019-02-12 15:45:25.351,1,4,3
9701,2019-02-11 13:23:57.436,2,1,2
9702,2019-02-10 15:48:48.263,3,1,1
9703,2019-02-11 19:15:42.903,2,3,1
9704,2019-02-11 01:46:59.565,3,1,1
9705,2019-02-11 14:57:06.448,2,5,3
9706,2019-02-10 18:29:45.181,3,4,1
9707,2019-02-10 15:24:53.289,3,4,3
9708,2019-02-11 22:49:21.354,2,2,1
9709,2019-02-09 13:40:37.851,4,5,5
9710,2019-02-12 01:16:38.376,2,5,4
9711,2019-02-10 09:56:49.742,3,4,3
9712,2019-02-12 20:44:42.321,1,2,1
9713,2019-02-11 19:08:36.434,2,3,3
9714,2019-02-12 13:03:53.816,1,5,3
9715,2019-02-10 20:23:51.936,3,2,2
9716,2019-02-08 13:01:10.441,5,2,4
9717,2019-02-12 00:25:26.692,2,4,1
9718,2019-02-12 21:04:23.576,1,1,1
9719,2019-02-12 11:55:34.909,1,4,2
9720,2019-02-11 17:47:33.153,2,5,3
9721,2019-02-11 03:19:42.112,3,2,4
9722,2019-02-09 23:04:53.922,4,3,2
9723,2019-02-10 11:10:20.018,3,1,1
9724,2019-02-09 12:01:09.440,4,5,5
9725,2019-02-08 03:39:31.788,5,4,5
9726,2019-02-11 21:47:16.725,2,3,5
9727,2019-02-03 23:35:18.903,5,1,3
9728,2019-02-09 19:58:12.540,4,3,2
9729,2019-02-10 15:40:46.092,3,1,4
9730,2019-02-10 23:40:51.653,3,5,5
9731,2019-02-12 00:56:00.423,2,3,5
9732,2019-02-12 20:22:34.616,1,1,5
9733,2019-02-08 23:06:04.693,5,4,5
9734,2019-02-11 00:47:04.925,3,2,1
9735,2019-02-10 12:50:13.670,3,5,4
9736,2019-02-12 19:15:45.375,1,1,1
9737,2019-02-10 14:35:33.228,3,4,3
9738,2019-02-07 03:48:27.909,5,1,3
9739,2019-02-12 19:52:41.060,1,3,1
9740,2019-02-12 16:52:54.821,1,5,3
9741,2019-02-10 00:01:51.210,4,3,4
9742,2019-02-10 19:30:50.992,3,2,3
9743,2019-02-12 16:17:48.041,1,4,3
9744,2019-02-11 22:45:44.985,2,4,5
9745,2019-02-12 13:41:19.704,1,2,1
9746,2019-02-11 17:06:17.133,2,5,3
9747,2019-02-11 11:12:18.508,2,1,2
9748,2019-02-11 18:04:26.355,2,1,1
9749,2019-02-12 19:21:34.648,1,4,2
9750,2019-02-10 15:35:51.695,3,2,2
9751,2019-02-12 12:16:38.705,1,4,2
9752,2019-02-08 04:30:23.519,5,2,2
9753,2019-02-11 10:38:15.808,2,4,4
9754,2019-02-11 23:04:19.914,2,3,2
9755,2019-02-12 15:49:28.150,1,1,2
9756,2019-02-12 19:44:34.102,1,3,3
9757,2019-02-11 11:48:02.870,2,2,3
9758,2019-02-08 08:20:46.519,5,3,1
9759,2019-02-12 15:58:49.193,1,3,1
9760,2019-02-12 18:18:33.084,1,2,2
9761,2019-02-12 12:14:37.268,1,1,5
9762,2019-02-05 14:52:49.007,5,1,2
9763,2019-02-09 13:19:30.059,4,2,1
9764,2019-02-04 17:37:47.664,5,1,2
9765,2019-02-12 11:15:55.981,1,3,4
9766,2019-02-11 17:15:29.741,2,4,2
9767,2019-02-12 09:34:28.585,1,4,5
9768,2019-02-12 12:20:10.735,1,5,5
9769,2019-02-12 04:00:25.686,2,4,3
9770,2019-02-08 21:06:23.277,5,3,2
9771,2019-02-11 20:53:39.597,2,2,3
9772,2019-02-10 16:14:14.385,3,4,5
9773,2019-02-12 10:46:13.172,1,4,2
9774,2019-02-12 18:58:47.620,1,2,2
9775,2019-02-12 12:36:16.394,1,1,3
9776,2019-02-09 18:02:21.704,4,5,3
9777,2019-02-09 14:58:55.456,4,1,5
9778,2019-02-08 21:25:19.745,5,1,3
9779,2019-02-09 15:20:43.996,4,1,1
9780,2019-02-06 18:48:34.768,5,2,2
9781,2019-02-12 15:28:33.331,1,3,2
9782,2019-02-10 11:32:54.364,3,2,3
9783,2019-02-12 07:18:07.507,1,4,1
9784,2019-02-10 13:12:03.448,3,5,4
9785,2019-02-11 21:36:44.599,2,3,3
9786,2019-02-12 20:07:36.203,1,2,1
9787,2019-02-11 23:47:01.267,2,5,5
9788,2019-02-11 21:57:58.267,2,1,5
9789,2019-02-06 08:16:33.493,5,1,4
9790,2019-02-09 22:12:26.901,4,3,4
9791,2019-02-10 20:50:25.977,3,3,3
9792,2019-02-12 16:09:43.390,1,5,5
9793,2019-02-10 23:10:48.424,3,2,1
9794,2019-02-10 12:55:36.300,3,2,2
9795,2019-02-11 14:19:07.377,2,3,4
9796,2019-02-09 23:16:06.474,4,3,2
9797,2019-02-09 15:05:21.317,4,3,2
9798,2019-02-06 14:15:32.217,5,1,2
9799,2019-02-11 12:24:28.676,2,3,5
9800,2019-02-12 12:28:53.346,1,5,5
9801,2019-02-08 00:18:10.202,5,4,1
9802,2019-02-11 20:01:45.057,2,1,1
9803,2019-02-10 00:21:26.603,4,4,2
9804,2019-02-10 15:31:45.075,3,4,3
9805,2019-02-05 23:29:16.517,5,1,1
9806,2019-02-11 18:58:48.204,2,3,4
9807,2019-02-10 13:51:46.961,3,4,3
9808,2019-02-11 13:40:17.654,2,5,5
9809,2019-02-11 15:08:32.753,2,3,3
9810,2019-02-12 20:22:24.902,1,3,3
9811,2019-02-12 21:15:08.331,1,1,1
9812,2019-02-10 14:30:58.762,3,5,2
9813,2019-02-09 23:42:23.881,4,1,3
9814,2019-02-10 09:41:26.589,3,1,1
9815,2019-02-11 17:59:52.499,2,4,5
9816,2019-02-10 22:38:09.319,3,4,2
9817,2019-02-08 10:26:00.255,5,2,1
9818,2019-02-12 14:32:27.053,1,2,3
9819,2019-02-08 22:42:44.167,5,1,2
9820,2019-02-10 07:29:17.995,3,4,1
9821,2019-02-12 10:48:05.995,1,1,2
9822,2019-02-08 21:03:27.996,5,4,4
9823,2019-02-11 15:11:06.379,2,3,1
9824,2019-02-08 15:12:44.399,5,4,5
9825,2019-02-09 01:27:42.197,5,3,4
9826,2019-02-12 12:47:26.456,1,3,4
9827,2019-02-12 16:39:35.828,1,2,5
9828,2019-02-09 16:41:10.214,4,1,2
9829,2019-02-06 18:07:21.284,5,2,1
9830,2019-02-10 19:05:16.830,3,3,3
9831,2019-02-12 12:01:41.474,1,5,4
9832,2019-02-09 15:20:35.144,4,2,3
9833,2019-02-10 19:10:13.975,3,4,5
9834,2019-02-09 18:42:33.451,4,2,3
9835,2019-02-10 18:21:27.947,3,3,5
9836,2019-02-09 22:16:28.498,4,5,3
9837,2019-02-10 02:31:35.133,4,4,5
9838,2019-02-10 18:59:05.133,3,1,2
9839,2019-02-08 20:06:58.205,5,2,5
9840,2019-02-06 15:24:35.856,5,1,1
9841,2019-02-10 11:20:09.819,3,3,3
9842,2019-02-09 17:59:56.676,4,4,5
9843,2019-02-11 12:42:24.841,2,3,4
9844,2019-02-09 02:24:09.610,5,3,3
9845,2019-02-11 22:45:18.005,2,5,5
9846,2019-02-08 22:59:15.385,5,3,4
9847,2019-02-07 19:52:25.362,5,3,1
9848,2019-02-10 13:43:54.763,3,1,3
9849,2019-02-10 00:40:07.797,4,2,4
9850,2019-02-12 10:24:56.318,1,3,3
9851,2019-02-12 17:10:58.514,1,1,3
9852,2019-02-12 13:51:33.227,1,2,4
9853,2019-02-09 23:52:06.542,4,2,2
9854,2019-02-10 17:00:38.737,3,3,4
9855,2019-02-09 10:32:40.295,4,4,3
9856,2019-02-11 15:56:12.552,2,5,3
9857,2019-02-12 20:33:38.965,1,4,4
9858,2019-02-10 19:56:55.562,3,4,5
9859,2019-02-10 21:20:00.266,3,1,2
9860,2019-02-09 15:39:02.863,4,5,3
9861,2019-02-10 04:26:26.123,4,1,1
9862,2019-02-07 23:26:49.294,5,4,5
9863,2019-02-12 18:25:16.943,1,3,4
9864,2019-02-06 11:20:01.725,5,3,4
9865,2019-02-03 16:38:03.795,5,2,1
9866,2019-02-07 23:48:47.936,5,4,3
9867,2019-02-12 13:55:11.744,1,4,2
9868,2019-02-09 15:26:58.211,4,2,2
9869,2019-02-12 11:29:01.239,1,4,4
9870,2019-02-12 10:50:15.913,1,2,3
9871,2019-02-11 17:07:14.784,2,4,3
9872,2019-02-08 15:02:55.506,5,4,2
9873,2019-02-10 12:43:41.708,3,3,1
9874,2019-02-12 20:26:41.705,1,3,4
9875,2019-02-11 22:33:45.898,2,4,4
9876,2019-02-11 13:35:21.054,2,3,3
9877,2019-02-10 11:39:29.683,3,1,3
9878,2019-02-10 10:34:07.792,3,2,2
9879,2019-02-09 16:47:56.686,4,4,1
9880,2019-02-10 16:53:09.341,3,4,4
9881,2019-02-08 20:04:21.333,5,3,1
9882,2019-02-12 11:12:03.918,1,3,2
9883,2019-02-12 14:01:03.469,1,5,4
9884,2019-02-09 20:59:41.245,4,3,1
9885,2019-02-10 16:54:19.385,3,3,1
9886,2019-02-12 01:49:51.336,2,2,5
9887,2019-02-11 20:52:44.949,2,5,3
9888,2019-02-08 02:27:42.273,5,4,4
9889,2019-02-11 17:06:35.621,2,4,1
9890,2019-02-09 18:51:31.983,4,5,3
9891,2019-02-11 22:13:23.064,2,3,3
9892,2019-02-11 16:40:52.373,2,2,1
9893,2019-02-11 13:45:04.850,2,2,2
9894,2019-02-08 10:11:02.219,5,1,3
9895,2019-02-10 22:33:52.635,3,3,3
9896,2019-02-08 08:20:29.666,5,5,1
9897,2019-02-11 13:47:30.396,2,2,1
9898,2019-02-11 12:44:48.243,2,3,1
9899,2019-02-12 22:00:27.593,1,2,3
9900,2019-02-10 02:59:28.278,4,2,1
9901,2019-02-09 09:09:22.212,4,4,1
9902,2019-02-09 13:38:36.771,4,1,1
9903,2019-02-11 14:32:32.090,2,2,1
9904,2019-02-10 23:13:02.901,3,2,3
9905,2019-02-10 17:33:57.720,3,4,4
9906,2019-02-12 17:22:45.408,1,3,4
9907,2019-02-06 11:40:19.340,5,2,1
9908,2019-02-12 00:46:09.379,2,3,1
9909,2019-02-11 17:14:21.913,2,4,5
9910,2019-02-08 23:34:38.274,5,2,3
9911,2019-02-12 17:39:02.139,1,4,5
9912,2019-02-09 10:25:27.600,4,2,1
9913,2019-02-09 12:16:47.860,4,2,3
9914,2019-02-11 17:57:57.101,2,5,3
9915,2019-02-09 12:01:18.167,4,4,4
9916,2019-02-10 00:16:11.874,4,2,2
